,Unnamed: 0,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
238,238,2,450.0,43.0,6.0,0.0,,4,ЗАО,р-н Крылатское,Молодёжная,transport,6,310000000
239,239,11,252.0,50.0,6.0,150.0,,13,ЗАО,р-н Раменки,Раменки,walk,6,139900000
240,240,4,104.3,0.0,3.0,0.0,f,14,ЦАО,р-н Пресненский,Белорусская,walk,11,117570000
241,241,7,379.4,0.0,6.0,250.0,f,9,ЦАО,р-н Хамовники,Боровицкая,walk,4,465000000
242,242,20,39.4,0.0,1.0,25.2,t,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,11957900
243,243,2,25.6,5.8,0.0,11.0,f,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,7511600
244,244,31,36.0,10.0,1.0,0.0,,34,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,22000000
245,245,5,375.0,0.0,6.0,0.0,f,6,ЗАО,р-н Раменки,Минская,walk,14,412500000
246,246,33,269.7,7.7,5.0,0.0,f,41,САО,р-н Хорошевский,Петровский Парк,walk,13,344808912
247,247,6,37.66,16.1,1.0,13.9,,30,СЗАО,р-н Щукино,Стрешнево,walk,6,17000000
248,248,7,48.2,15.5,1.0,20.4,f,17,ВАО,р-н Преображенское,Преображенская площадь,walk,5,23676796
249,249,23,78.9,0.0,3.0,37.2,f,28,ЮАО,р-н Даниловский,Серпуховская,walk,19,42801611
250,250,24,19.88,0.0,0.0,0.0,f,33,ЗАО,р-н Очаково-Матвеевское,Мичуринский проспект,transport,4,10003566
251,251,15,19.9,0.0,0.0,0.0,f,17,НАО (Новомосковский),м. Щербинка,Щербинка,walk,12,7245002
252,252,28,136.6,16.6,5.0,97.3,f,29,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,20,92724080
253,253,5,52.3,5.5,2.0,35.4,f,17,ЗАО,р-н Раменки,Раменки,walk,3,31589200
254,254,3,61.6,0.0,2.0,0.0,f,4,САО,р-н Тимирязевский,Гражданская,walk,10,18500000
255,255,12,80.4,22.0,3.0,37.8,f,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,17165266
256,256,18,310.0,29.0,6.0,237.0,f,32,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,18,140000000
257,257,2,183.8,9.1,5.0,0.0,f,41,САО,р-н Хорошевский,Аэропорт,walk,12,147619768
258,258,7,630.0,20.0,6.0,460.0,f,7,ЦАО,р-н Пресненский,Баррикадная,walk,11,1193618876
259,259,3,304.0,35.0,6.0,260.0,,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,379599000
260,260,13,68.49,15.7,3.0,35.1,t,21,САО,р-н Хорошевский,Полежаевская,transport,2,31593120
261,261,19,138.57,40.5,4.0,0.0,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,7,243250000
262,262,10,68.4,0.0,3.0,0.0,,14,ЗАО,р-н Раменки,Минская,transport,5,38999999
263,263,7,83.8,0.0,2.0,0.0,f,14,ЦАО,р-н Пресненский,Белорусская,walk,11,84840000
264,264,15,215.9,0.0,5.0,0.0,,43,ЗАО,р-н Фили-Давыдково,Славянский бульвар,walk,9,149000000
265,265,11,242.97,30.0,3.0,0.0,,14,ЦАО,р-н Хамовники,Спортивная,walk,10,329870000
266,266,23,120.0,25.0,5.0,75.0,f,26,ЮЗАО,р-н Южное Бутово,Улица Скобелевская,walk,16,65000000
267,267,3,300.0,20.0,6.0,240.0,,5,ЦАО,р-н Красносельский,Тургеневская,walk,4,165000000
268,268,9,35.5,0.0,1.0,0.0,f,9,ЗАО,р-н Кунцево,Кунцевская,walk,8,13790000
269,269,4,75.4,20.7,4.0,35.2,f,15,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,16020721
270,270,17,70.2,14.9,3.0,50.3,t,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,22885200
271,271,4,215.0,15.0,6.0,150.9,,5,СВАО,р-н Лианозово,Лианозово,walk,14,78400000
272,272,4,110.0,9.0,3.0,90.0,,4,ЦАО,р-н Хамовники,Смоленская,walk,8,105597484
273,273,7,22.0,0.0,0.0,0.0,t,10,ЗАО,р-н Кунцево,Строгино,walk,20,10500000
274,274,20,165.0,10.0,5.0,80.0,f,41,САО,р-н Хорошевский,Динамо,walk,8,113000000
275,275,9,59.7,18.2,3.0,23.8,f,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,11698416
276,276,24,230.0,31.2,6.0,115.5,f,32,ЮЗАО,р-н Черемушки,Зюзино,walk,13,106260000
277,277,6,127.5,15.0,4.0,88.6,,30,ЦАО,р-н Якиманка,Октябрьская,walk,11,69000000
278,278,21,112.7,0.0,5.0,73.1,f,22,ЮАО,р-н Нагорный,Нагорная,walk,8,44392530
279,279,6,60.0,5.0,3.0,43.2,f,9,ЗАО,р-н Фили-Давыдково,Давыдково,walk,11,17500000
280,280,49,132.39,0.0,4.0,66.8,f,49,САО,р-н Савеловский,Дмитровская,walk,6,79391370
281,281,10,150.7,0.0,4.0,0.0,f,13,ЦАО,р-н Хамовники,Спортивная,walk,9,170000000
282,282,13,195.8,61.0,4.0,65.9,f,13,ЗАО,р-н Раменки,Минская,transport,5,131000000
283,283,8,46.6,0.0,2.0,0.0,f,18,ЮАО,р-н Донской,Ленинский проспект,walk,7,35255791
284,284,11,68.0,7.0,3.0,46.3,,16,ЗАО,р-н Раменки,Раменки,walk,10,21750000
285,285,9,49.5,13.0,2.0,23.4,,18,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,12,12500000
286,286,7,24.7,6.0,0.0,9.0,f,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6497187
287,287,4,250.0,0.0,6.0,0.0,f,4,ЦАО,р-н Красносельский,Сретенский бульвар,walk,5,135000000
288,288,27,96.5,16.4,4.0,59.9,,55,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,10,39990000
289,289,2,64.7,0.0,3.0,38.2,f,32,ЮАО,р-н Даниловский,Серпуховская,walk,20,29949630
290,290,17,37.9,3.7,1.0,28.1,f,58,ЮЗАО,р-н Коньково,Калужская,walk,7,20607783
291,291,12,270.0,25.0,6.0,200.0,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,walk,5,190000000
292,292,9,22.3,0.0,0.0,0.0,f,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,6161342
293,293,12,210.0,25.0,5.0,115.0,,16,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,3,139500000
294,294,21,113.5,10.0,3.0,60.5,,25,ЗАО,р-н Раменки,Аминьевская,walk,5,60000000
295,295,40,165.0,10.0,4.0,113.0,f,53,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,128553459
296,296,4,260.0,28.0,6.0,153.0,f,15,САО,р-н Левобережный,Речной вокзал,walk,7,96000000
297,297,2,35.8,7.6,1.0,19.7,f,12,ЮЗАО,р-н Академический,Академическая,walk,14,11499999
298,298,3,60.0,12.8,2.0,33.4,f,14,ЮВАО,р-н Марьино,Люблино,walk,19,14500000
299,299,5,75.0,10.0,2.0,43.3,f,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,10,180000000
300,300,4,179.0,75.4,3.0,36.4,,6,ЦАО,р-н Хамовники,Кропоткинская,walk,6,246547171
301,301,4,235.0,17.0,6.0,0.0,,5,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,6,267154470
302,302,2,22.3,6.4,1.0,7.3,f,18,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,9,7690741
303,303,1,468.5,0.0,4.0,0.0,f,6,ЦАО,р-н Хамовники,Кропоткинская,walk,5,974440000
304,304,3,74.7,14.3,3.0,38.1,f,16,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,16,13685585
305,305,8,102.0,15.0,3.0,71.0,f,18,ЦАО,р-н Хамовники,Спортивная,walk,6,111998000
306,306,44,86.4,29.8,4.0,38.2,f,48,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,44212680
307,307,6,285.0,30.0,5.0,240.0,f,7,ЦАО,р-н Хамовники,Смоленская,walk,8,265000000
308,308,4,33.9,9.9,1.0,12.9,f,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,7249481
309,309,10,314.2,63.0,6.0,115.0,,21,СЗАО,р-н Хорошево-Мневники,Мнёвники,transport,5,200000000
310,310,2,22.98,3.3,0.0,14.7,t,5,СВАО,р-н Марфино,Владыкино,walk,19,8387700
311,311,21,176.0,0.0,5.0,0.0,f,32,СЗАО,р-н Щукино,Щукинская,walk,12,59900000
312,312,36,245.5,57.8,6.0,101.0,f,37,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,138417833
313,313,5,34.6,8.4,1.0,19.7,f,14,ЮАО,р-н Нагорный,Севастопольская,walk,10,13650000
314,314,6,39.0,12.3,1.0,18.6,f,25,ЮЗАО,р-н Обручевский,Воронцовская,walk,6,18700000
315,315,1,30.56,0.0,0.0,19.9,t,15,НАО (Новомосковский),м. Румянцево,Румянцево,transport,7,8221140
316,316,9,66.6,17.7,4.0,31.5,f,19,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,10,13378342
317,317,6,185.0,10.0,4.0,126.0,f,7,ЦАО,р-н Тверской,Менделеевская,walk,6,119000000
318,318,10,99.61,0.0,2.0,0.0,,14,ЦАО,р-н Хамовники,Спортивная,walk,6,91999000
319,319,18,206.5,0.0,5.0,0.0,f,18,ЗАО,р-н Дорогомилово,Студенческая,walk,8,145000000
320,320,39,76.8,24.8,0.0,20.3,f,40,ЮАО,р-н Даниловский,ЗИЛ,walk,14,53006438
321,321,2,208.0,14.0,5.0,80.0,,13,ЦАО,р-н Хамовники,Парк Культуры,walk,12,190000000
322,322,6,283.4,0.0,4.0,0.0,t,6,ЦАО,р-н Пресненский,Белорусская,walk,8,560000000
323,323,3,225.7,0.0,4.0,0.0,f,9,ЦАО,р-н Арбат,Кропоткинская,walk,6,169275000
324,324,15,77.7,20.2,4.0,36.1,f,15,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,14005622
325,325,4,30.3,6.0,1.0,18.6,f,5,ВАО,р-н Богородское,Бульвар Рокоссовского,walk,12,10800000
326,326,5,290.0,0.0,6.0,0.0,f,15,ЦАО,р-н Хамовники,Фрунзенская,walk,8,450000000
327,327,1,62.0,0.0,2.0,0.0,,7,ЦАО,р-н Якиманка,Полянка,walk,7,82400000
328,328,20,112.0,18.0,6.0,75.0,,20,ЗАО,р-н Очаково-Матвеевское,Мичуринский проспект,walk,18,58000000
329,329,12,44.1,12.0,1.0,18.0,f,27,САО,р-н Хорошевский,Зорге,walk,12,19000000
330,330,7,60.1,0.0,1.0,0.0,f,11,ЦАО,р-н Пресненский,Белорусская,walk,10,64850000
331,331,2,152.1,34.0,5.0,50.8,f,13,НАО (Новомосковский),м. Прокшино,Прокшино,walk,20,31822257
332,332,2,65.0,18.0,2.0,31.0,f,17,ЗАО,р-н Раменки,Раменки,walk,6,25590000
333,333,6,23.46,0.0,0.0,0.0,t,14,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,5,6840403
334,334,7,54.0,8.0,2.0,36.0,,12,ВАО,р-н Богородское,Белокаменная,walk,16,14500000
335,335,6,42.5,0.0,1.0,0.0,f,9,ТАО (Троицкий),м. Крёкшино,Крёкшино,transport,12,6630000
336,336,16,43.9,0.0,1.0,0.0,f,19,САО,р-н Савеловский,Гражданская,walk,10,21954390
337,337,2,42.7,9.5,1.0,11.9,f,19,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,22191190
338,338,4,133.0,24.0,4.0,99.0,f,8,ЦАО,р-н Тверской,Охотный ряд,walk,5,250000000
339,339,4,39.1,10.9,1.0,20.4,f,11,ЦАО,р-н Басманный,Электрозаводская,walk,16,22200648
340,340,6,38.94,0.0,1.0,0.0,t,14,ЗелАО,р-н Силино,Зеленоград — Крюково,transport,5,9109030
341,341,3,97.7,8.0,6.0,73.5,,3,ЦАО,р-н Басманный,Красные ворота,walk,5,39000000
342,342,14,22.14,4.2,0.0,12.1,f,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,6892900
343,343,13,20.1,5.1,0.0,9.8,f,17,ЮВАО,р-н Люблино,Братиславская,transport,4,7477360
344,344,2,50.3,8.0,1.0,12.2,,6,НАО (Новомосковский),м. Говорово,Говорово,walk,8,15450000
345,345,6,40.5,10.8,1.0,16.5,f,15,ЗАО,р-н Раменки,Раменки,walk,9,23981169
346,346,2,28.6,5.0,0.0,14.0,f,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6343152
347,347,7,34.5,8.0,0.0,20.0,,20,САО,р-н Левобережный,Речной вокзал,transport,6,16000000
348,348,9,28.26,0.0,0.0,17.1,f,16,ЮВАО,р-н Люблино,Депо,walk,10,7790000
349,349,15,53.7,4.9,1.0,33.1,f,46,ЗАО,р-н Дорогомилово,Фили,walk,8,37946435
350,350,24,206.7,0.0,6.0,0.0,f,25,СВАО,р-н Ростокино,Ростокино,walk,12,120000000
351,351,6,67.2,16.6,4.0,32.6,f,21,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,10,13788742
352,352,7,52.17,20.0,1.0,15.0,f,8,ЮВАО,р-н Южнопортовый,Дубровка,walk,15,28109700
353,353,3,118.0,6.3,4.0,88.0,f,7,ЦАО,р-н Таганский,Китай-город,walk,12,104500000
354,354,2,44.88,0.0,1.0,0.0,f,7,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,21,7270560
355,355,13,17.6,3.0,1.0,9.6,t,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8900000
356,356,4,47.0,10.0,2.0,32.0,,9,ЮАО,р-н Даниловский,Технопарк,walk,14,24900000
357,357,6,398.0,30.0,6.0,260.0,f,7,ЗАО,р-н Раменки,Минская,walk,7,220000000
358,358,6,33.9,11.7,1.0,10.0,f,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11048000
359,359,9,24.4,4.8,0.0,10.9,f,14,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,8883284
360,360,4,37.1,8.0,2.0,22.0,f,9,ЮВАО,р-н Кузьминки,Кузьминки,walk,11,13490000
361,361,9,34.7,11.5,1.0,11.9,f,18,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,10872765
362,362,12,39.2,0.0,1.0,20.8,,12,СВАО,р-н Отрадное,Отрадное,walk,17,10650000
363,363,12,20.6,4.8,0.0,10.3,f,24,ЗАО,р-н Солнцево,Солнцево,transport,4,7387633
364,364,27,90.4,12.8,4.0,72.6,t,29,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,11,32544000
365,365,9,32.6,11.5,1.0,11.7,f,64,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,13437867
366,366,82,353.2,0.0,6.0,0.0,t,95,ЦАО,р-н Пресненский,Деловой центр,walk,1,285000000
367,367,3,67.2,10.3,3.0,39.6,,4,ЦАО,р-н Тверской,Новослободская,walk,2,27000000
368,368,3,37.9,10.1,1.0,18.0,f,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,3,11000000
369,369,8,365.0,20.0,6.0,280.0,f,9,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,18,183647799
370,370,6,37.36,0.0,1.0,10.6,f,43,САО,р-н Савеловский,Дмитровская,walk,4,20268062
371,371,22,140.0,0.0,4.0,88.0,f,22,ЗАО,р-н Филевский парк,Филёвский парк,walk,13,70000000
372,372,3,30.0,6.0,1.0,18.0,,5,ВАО,р-н Преображенское,Бульвар Рокоссовского,walk,16,11200000
373,373,2,49.8,19.7,2.0,0.0,f,32,ЮВАО,р-н Рязанский,Стахановская,walk,6,15868073
374,374,7,71.4,0.0,3.0,32.1,f,48,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,4,23789694
375,375,8,47.4,4.7,1.0,28.4,f,23,ЦАО,р-н Басманный,Бауманская,walk,13,20761200
376,376,6,39.2,20.0,1.0,0.0,,16,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,10800000
377,377,10,70.0,10.0,3.0,50.0,f,14,ЗАО,р-н Раменки,Минская,transport,5,40000000
378,378,28,105.0,25.0,4.0,39.1,,36,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,11,85000000
379,379,5,29.8,0.0,0.0,16.2,f,18,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,9431640
380,380,2,33.8,16.5,1.0,10.2,f,11,ЗелАО,р-н Крюково,Зеленоград — Крюково,transport,7,7990725
381,381,25,155.5,47.9,4.0,55.9,f,27,СВАО,р-н Марфино,Телецентр,walk,11,95850000
382,382,2,27.8,5.0,0.0,0.0,f,32,ЮВАО,р-н Рязанский,Стахановская,walk,6,10292088
383,383,20,63.0,14.0,2.0,33.9,,22,НАО (Новомосковский),м. Саларьево,Саларьево,transport,4,20900000
384,384,4,25.9,4.6,0.0,14.2,f,17,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,8693852
385,385,29,289.0,0.0,6.0,0.0,f,35,ЗАО,р-н Тропарево-Никулино,Тропарёво,walk,12,240000000
386,386,4,132.7,13.0,5.0,85.0,f,13,ЦАО,р-н Таганский,Таганская,walk,13,120000000
387,387,4,39.6,0.0,1.0,0.0,f,39,САО,р-н Западное Дегунино,Селигерская,walk,4,15509395
388,388,2,40.02,14.5,1.0,13.9,f,13,ЮВАО,р-н Южнопортовый,Дубровка,walk,15,22691340
389,389,2,72.6,31.0,1.0,14.2,f,14,ЦАО,р-н Якиманка,Полянка,transport,2,133260000
390,390,11,113.91,20.0,2.0,57.0,,12,ЦАО,р-н Хамовники,Спортивная,walk,7,118850000
